0	100	660.335
1	100	660.335
2	192	320.362
3	261	268.64
4	307	133.044
5	366	112.293
6	404	79.3359
7	446	70.3332
8	486	34.0353
9	528	24.6719
10	567	18.6733
11	606	11.5862
12	633	11.5862
13	666	8.50232
14	695	3.15293
15	719	3.15293
16	753	1.72141
17	773	1.52015
18	808	1.04805
19	829	1.04805
20	854	0.99286
21	874	0.99286
22	885	0.99286
23	908	0.99286
24	920	0.99286
25	938	0.99286
26	953	0.782253
27	965	0.623382
28	978	0.623382
29	985	0.62125
30	999	0.506287
31	1021	0.506287
32	1036	0.459941
33	1054	0.459941
34	1066	0.414944
35	1080	0.371076
36	1092	0.3156
37	1110	0.28356
38	1123	0.28356
39	1136	0.252692
40	1153	0.227834
41	1167	0.211198
42	1184	0.197644
43	1192	0.197644
44	1206	0.183871
45	1220	0.170316
46	1238	0.152876
47	1255	0.149795
48	1271	0.133612
49	1283	0.0843095
50	1303	0.0843095
51	1319	0.0667386
52	1332	0.0667386
53	1348	0.0652856
54	1365	0.0634821
55	1386	0.0606492
56	1399	0.0606492
57	1424	0.0538014
58	1438	0.0538014
59	1460	0.0442838
60	1471	0.0394151
61	1491	0.038041
62	1511	0.0358709
63	1523	0.0339691
64	1537	0.0339691
65	1550	0.0297264
66	1566	0.0277651
67	1580	0.0221197
68	1602	0.0146405
69	1617	0.0146405
70	1628	0.0114263
71	1646	0.0114263
72	1656	0.0106565
73	1669	0.00968117
74	1687	0.00968117
75	1703	0.00968117
76	1721	0.00844551
77	1733	0.00632726
78	1751	0.00632726
79	1768	0.00626835
80	1783	0.00517641
81	1798	0.00517641
82	1812	0.00515566
83	1826	0.00379104
84	1836	0.00372382
85	1848	0.00372382
86	1865	0.00364969
87	1884	0.00356188
88	1902	0.00328092
89	1918	0.00313518
90	1932	0.00313518
91	1952	0.00313518
92	1971	0.00277248
93	1981	0.00173888
94	2006	0.00164909
95	2019	0.00154426
96	2042	0.000833666
97	2057	0.000833666
98	2070	0.000619261
99	2090	0.000619261
100	2104	0.000619261
101	2123	0.000529932
102	2142	0.000529932
103	2152	0.000529932
104	2174	0.000425032
105	2190	0.000393838
106	2207	0.000385246
107	2220	0.000291263
108	2235	0.000287027
109	2252	0.000204681
110	2263	0.000165144
111	2277	0.000165144
112	2289	0.000160282
113	2301	0.000113833
114	2317	0.000106617
115	2326	0.000104354
116	2341	9.07065e-05
117	2356	9.07065e-05
118	2369	9.07065e-05
119	2381	9.07065e-05
120	2393	8.89154e-05
121	2402	8.89154e-05
122	2412	8.89154e-05
123	2424	8.89154e-05
124	2439	7.41646e-05
125	2457	7.3532e-05
126	2472	7.3532e-05
127	2480	7.3532e-05
128	2495	7.09199e-05
129	2505	7.09199e-05
130	2519	6.98941e-05
131	2528	6.98941e-05
132	2536	6.98941e-05
133	2547	6.69424e-05
134	2559	6.53919e-05
135	2569	6.53919e-05
136	2580	4.39811e-05
137	2595	4.39811e-05
138	2614	3.87551e-05
139	2628	3.53438e-05
140	2648	3.52955e-05
141	2664	2.98647e-05
142	2685	2.97721e-05
143	2703	2.88508e-05
144	2714	2.88508e-05
145	2730	2.88508e-05
146	2747	2.88508e-05
147	2758	2.37532e-05
148	2774	2.33909e-05
149	2792	2.02584e-05
150	2810	1.95666e-05
151	2827	1.95666e-05
152	2844	1.49199e-05
153	2866	1.49199e-05
154	2888	1.43368e-05
155	2909	1.43368e-05
156	2933	1.43261e-05
157	2944	1.43261e-05
158	2965	1.41153e-05
159	2983	1.40166e-05
160	2996	1.2362e-05
161	3023	1.12321e-05
162	3037	1.12321e-05
163	3054	1.07285e-05
164	3065	1.02905e-05
165	3082	1.01483e-05
166	3094	1.00405e-05
167	3114	7.27447e-06
168	3140	5.39654e-06
169	3163	4.91244e-06
170	3180	4.87563e-06
171	3201	3.78905e-06
172	3224	2.8407e-06
173	3250	1.71318e-06
174	3277	1.71318e-06
175	3302	1.60708e-06
176	3319	1.60708e-06
177	3340	9.79347e-07
178	3365	9.79347e-07
179	3377	9.67607e-07
180	3398	9.67607e-07
181	3416	7.2775e-07
182	3431	6.84679e-07
183	3453	6.16342e-07
184	3470	6.16342e-07
185	3493	5.81925e-07
186	3513	4.68119e-07
187	3539	4.46257e-07
188	3555	4.0638e-07
189	3571	3.9312e-07
190	3582	3.85646e-07
191	3594	3.02793e-07
192	3606	3.02793e-07
193	3623	2.96739e-07
194	3638	2.6784e-07
195	3659	2.04727e-07
196	3673	1.16569e-07
197	3695	1.16569e-07
198	3715	1.16569e-07
199	3730	1.16569e-07
200	3756	9.8916e-08
