0	2	1638.53
194	604	1318.49
390	1206	1223.52
581	1808	1185.74
778	2410	1144.33
973	3012	1134.71
1165	3614	1062.16
1355	4216	1062.16
1547	4818	1046.16
1738	5420	865.284
1934	6022	821.143
2124	6624	820.001
2321	7226	820.001
2515	7828	820.001
2710	8430	820.001
2907	9032	665.694
3099	9634	665.694
3295	10236	665.694
3489	10838	665.694
3684	11440	665.694
3878	12042	665.694
4070	12644	665.694
4263	13246	665.694
4458	13848	665.694
4655	14450	632.682
4848	15052	591.77
5047	15654	591.77
5239	16256	463.755
5435	16858	463.755
5632	17460	463.755
5826	18062	463.755
6021	18664	463.755
6213	19266	463.755
6409	19868	463.755
6605	20470	463.755
6800	21072	463.755
6993	21674	463.755
7186	22276	463.755
7380	22878	463.755
7578	23480	463.755
7775	24082	463.755
7973	24684	463.755
8170	25286	463.755
8362	25888	463.755
8556	26490	463.755
8753	27092	463.755
8948	27694	463.755
9143	28296	463.755
9338	28898	463.755
9538	29500	463.755
9732	30102	463.755
9928	30704	463.755
10121	31306	463.755
10314	31908	463.755
10507	32510	463.755
10702	33112	463.755
10892	33714	463.755
11090	34316	463.755
11287	34918	463.755
11479	35520	463.755
11671	36122	463.755
11867	36724	463.755
12065	37326	463.755
12260	37928	463.755
12453	38530	463.755
12646	39132	463.755
12841	39734	463.755
13036	40336	463.755
13232	40938	463.755
13426	41540	463.755
13619	42142	463.755
13812	42744	463.755
14007	43346	463.755
14198	43948	463.755
14394	44550	463.755
14590	45152	463.755
14782	45754	463.755
14972	46356	463.755
15169	46958	463.755
15362	47560	463.755
15556	48162	463.755
15753	48764	463.755
15948	49366	463.755
16142	49968	463.755
16335	50570	463.755
16532	51172	463.755
16721	51774	463.755
16913	52376	463.755
17106	52978	463.755
17304	53580	463.755
17497	54182	463.755
17691	54784	463.755
17885	55386	463.755
18078	55988	463.755
18274	56590	463.755
18467	57192	463.755
18665	57794	463.755
18859	58396	463.755
19056	58998	463.755
19251	59600	463.755
19446	60202	463.755
19642	60804	427.398
19838	61406	427.007
20034	62008	378.259
20228	62610	378.259
20426	63212	275.644
20622	63814	266.584
20817	64416	266.584
21014	65018	199.532
21209	65620	199.532
21406	66222	199.532
21602	66824	199.532
21799	67426	199.532
21993	68028	199.532
22188	68630	199.532
22387	69232	199.532
22586	69834	199.532
22783	70436	199.532
22981	71038	199.532
23176	71640	199.532
23371	72242	199.532
23569	72844	199.532
23764	73446	199.532
23957	74048	199.532
24155	74650	199.532
24348	75252	199.532
24543	75854	199.532
24737	76456	199.532
24932	77058	199.532
25125	77660	199.532
25321	78262	199.532
25513	78864	199.532
25707	79466	199.532
25902	80068	199.532
26097	80670	199.532
26286	81272	199.532
26480	81874	199.532
26671	82476	199.532
26865	83078	199.532
27057	83680	199.532
27252	84282	199.532
27447	84884	199.532
27644	85486	199.532
27840	86088	199.532
28034	86690	199.532
28226	87292	199.532
28420	87894	199.532
28616	88496	199.532
28811	89098	199.532
29005	89700	199.532
29201	90302	199.532
29396	90904	199.532
29593	91506	199.532
29786	92108	199.532
29980	92710	199.532
30175	93312	199.532
30369	93914	199.532
30564	94516	199.532
30760	95118	199.532
30959	95720	199.532
31153	96322	199.532
31350	96924	199.532
31542	97526	199.532
31738	98128	199.532
31929	98730	199.532
32123	99332	199.532
32319	99934	199.532
